time old	time	flow (L/s)	raw (NTU)	sed (NTU)	filter 1 (NTU)	filter 2 (NTU)	filter (NTU)	coag (mg/L)	Cl (mg/L)	Temperature
9/22/2016 13:20	42635.56	17	21.96	0.86	0.13	0.09	0.11	10.38	1	20
9/22/2016 17:20	42635.72	16	19.24	1.53	0.33	0.3	0.315	12.87	1	20
9/23/2016 6:00	42636.25	16	23.74	1	0.57	0.66	0.615	13.72	1	19
9/23/2016 18:35	42636.77	16.5	45.13	1.2	0.25	0.31	0.28	12.91	0.61	19
9/23/2016 23:45	42636.99	16	14.05	1.48	0.57	0.58	0.575	15.85	1.09	19
9/24/2016 13:00	42637.54	16.5	12.89	1.33	0.59	0.53	0.56	2.24	1.15	
9/24/2016 15:40	42637.65	16.5	11.87	1.22	0.5	0.37	0.435	11.29	1.1	19
9/24/2016 21:50	42637.91	17	10.96	0.56	0.08	0.1	0.09	10.96	1.06	19
9/25/2016 5:00	42638.21	16.5	10.01	0.36	0	0	0	8.11	0.89	19
9/25/2016 11:44	42638.49	16.5	10.05	1	0.2	0.09	0.145	9.39	1.1	19
9/25/2016 22:00	42638.92	16.5	8.1	0.3	0	0	0	8.91	1.1	19
9/26/2016 12:00	42639.50	16.5	7.87	0.79	0.2	0.15	0.175	9.38	1.09	20
9/26/2016 17:40	42639.74	16.5	8.36	0.38	0	0	0	9.1	0.9	19
9/26/2016 23:20	42639.97	16.5	7.36	0.41	0	0	0	9.91	1	19
9/27/2016 4:30	42640.19	16.5	8.1	0.63	0.1	0.63	0.365	10.1		19
9/27/2016 13:20	42640.56	16.5	7.22	0.6	0.09	0.12	0.105	9.36	1.06	20
9/27/2016 18:40	42640.78	16	7.21	0.43	0	0	0	10.3	1	20
9/28/2016 12:00	42641.50	16	6.17	0.64	0	0.11	0.055	9.71	1.08	19
9/28/2016 17:00	42641.71	15.5	7	0.53	0	0	0	10.91	1	19
9/28/2016 18:40	42641.78	16	6.21	0.43	0	0	0	1.96	1	19
9/29/2016 5:35	42642.23	16.5	7.76	0.56	0	0	0	9.1	1	19
9/29/2016 13:30	42642.56	16.5	6.17	0.71	0.09	0.11	0.1	9.24	1	19
9/29/2016 23:50	42642.99	16	10.96	0.56	0.15	0.1	0.125	10.01	1	19
9/30/2016 5:45	42643.24	16.5	7.1	0.68	0.08	0.05	0.065	10.01	1	19
9/30/2016 12:10	42643.51	16	6.91	0.86	0.18	0.23	0.205	10.98	1.1	20
9/30/2016 22:00	42643.92	16	9.72	0.81	0.17	0.22	0.195	9.71	1	20
10/1/2016 5:00	42644.21	16.5	6.22	0.6	0	0.07	0.035	10.36	1	19
10/1/2016 22:00	42644.92	16	5.99	0.71	0.15	0.04	0.095	9.54	1.05	19
10/2/2016 5:00	42645.21	16	5.72	0.81	0.24	0.16	0.2	9.36	1	19
10/2/2016 21:45	42645.91	16	5.18	0.71	0.17	0.11	0.14	9.69	1	20
10/3/2016 5:00	42646.21	16	5.09	0.69	0.19	0.2	0.195	9.82	1.02	19
10/3/2016 21:45	42646.91	16	5.1	0.65	0	0	0	9.98	1.09	20
10/4/2016 5:45	42647.24	16	4.89	0.68	0	0	0	10.86	1	19
10/4/2016 13:00	42647.54	15.5	4.2	0.36	0	0	0	9.86	1.1	20
10/4/2016 22:00	42647.92	16	5.08	0.77	0.11	0.17	0.14	9.72	1.09	19
10/5/2016 4:45	42648.20	16	4.9	0	0	0	0	10.24	0	19
10/5/2016 11:20	42648.47	16	4.18	0.36	0	0	0	9.01	1	20
10/5/2016 18:00	42648.75	16	4.1	0.6	0	0	0	10.7	1.05	20
10/6/2016 5:00	42649.21	16	4.09	0.71	0.22	0.19	0.205	9.34	1.05	19
10/6/2016 22:29	42649.94	16	4.57	0.69	0.17	0.11	0.14	9.78	1	20
10/7/2016 11:00	42650.46	16.5	4.24	0	0	0	0	9.39	0.99	19
10/7/2016 18:10	42650.76	16	65.18	1.01	0.28	0.36	0.32	5.42	1	19
10/8/2016 4:45	42651.20	15	79.16	2.51	0.76	0.81	0.785	16.72	0.9	1
10/8/2016 10:00	42651.42	13	17.34	2.14	0.38	0.18	0.28	10.81	1	
10/8/2016 13:30	42651.56	15.5	16.89	0.9	0.31	0.44	0.375	14.89	1.09	19
10/9/2016 0:45	42652.03	16	13.77	1.23	0.71	0.5	0.605	10.63	1	19
10/9/2016 5:30	42652.23	13	17.45	1	0	0.5	0.25	10.81	1	
10/9/2016 9:00	42652.38	16	11.01	0.61	0	0	0	10.67	1	
10/10/2016 13:00	42653.54	16	11.84	1.2	0.52	0.59	0.555	11.34	1	19
10/10/2016 18:30	42653.77	16	11.39	0.76	0.1	0.26	0.18	10.01	0.9	20
10/11/2016 4:40	42654.19	16	12.1	0.61	0.05	0.09	0.07	10.21	1	19
10/11/2016 11:00	42654.46	16	9.89	1.42	0.52	0.4	0.46	11.74	1.05	19
10/11/2016 21:10	42654.88	15.5	8.96	0.4	0	0	0	9.81	1.05	20
10/12/2016 11:00	42655.46	16	7	0.77	0.24	0.17	0.205	9.86	1	19
10/12/2016 18:00	42655.75	15.5	6.21	0.5	0.05	0.06	0.055	11.91	0.96	20
10/12/2016 20:58	42655.87	15.3	6.01	0.61	0.13	0.19	0.16	8.36	1.05	20
10/13/2016 4:40	42656.19	16	6.23	0.03	0	0	0	9.01	1	18
10/13/2016 12:00	42656.50	16	6.2	1.05	0.5	0.38	0.44	8.99	1	19
10/13/2016 18:25	42656.77	16	6.04	1.28	0.96	0.81	0.885	8.32	0.99	19
10/14/2016 10:45	42657.45	16	5.09	0.79	0.1	0.04	0.07	9.77	1.1	19
10/14/2016 18:40	42657.78	16.5	5.17	0.79	0	0	0	9.97	1	20
10/15/2016 5:00	42658.21	16	5.04	0.9	0.3	0.1	0.2	9.95	1	19
10/15/2016 18:20	42658.76	16	5.09	0.61	0	0	0	9.17	0.9	19
10/16/2016 5:40	42659.24	16	5.03	0.7	0	0.11	0.055	9.45	1	19
10/16/2016 13:35	42659.57	16	4.21	0.3	0	0	0	8.19	1.05	19
10/16/2016 22:40	42659.94	16	4.57	0.8	0	0	0	9.78	1	19
10/17/2016 4:50	42660.20	16	15.87	0.9	0.3	0.21	0.255	11	1.05	19
10/17/2016 18:00	42660.75	16	11.72	0.99	0.26	0.17	0.215	15.26	1.08	19
10/17/2016 21:30	42660.90	16	7.24	0.9	0.19	0.2	0.195	14.17	1	19
10/18/2016 5:00	42661.21	16	7.34	0.6	0	0	0	15.94	1.03	18
10/18/2016 21:00	42661.88	16	6.23	0.9	0.3	0.24	0.27	9.36	1.08	20
10/19/2016 0:20	42662.01	16	6.09	0.67	0.01	0.09	0.05	9.27	1	20
10/19/2016 12:00	42662.50	15	9.36	0.51	0	0	0	9.01	1.05	19
10/19/2016 21:30	42662.90	14	9.79	0.98	0.22	0.11	0.165	10.74	1	19
10/20/2016 5:00	42663.21	12	25.72	1.09	0.33		0.33	10.84	0	19
10/20/2016 12:00	42663.50	16	15.12	1.96	0.59	0.76	0.675	3.91	1	19
10/20/2016 18:00	42663.75	16	11.24	0.86	0.2	0.11	0.155	4.24	1	19
10/21/2016 5:00	42664.21	16	9.92	0.9	0.2	0.19	0.195	14.17	1	19
10/21/2016 12:00	42664.50	9	8.51	1.52	0.33	0.71	0.52	9.56		19
10/21/2016 22:00	42664.92	17	10.39	0.99	0.1	0.16	0.13	9.01	1	19
10/22/2016 6:00	42665.25	17	9.49	0.75	0.11	0.15	0.13	9.89	1	19
10/22/2016 11:00	42665.46	17	8.22	2	1	0.99	0.995	11.24	1.1	20
10/22/2016 18:35	42665.77	15.5	7.96	0.91	0.09	0.05	0.07	10.36	1.05	20
10/23/2016 5:40	42666.24	17	7.91	0.66	0	0	0	10.16	1	18
10/23/2016 12:00	42666.50	13	6.27	0.6	0	0	0	9.79	0.9	19
10/23/2016 22:00	42666.92	17	6.41	0.31	0	0	0	9.01	0.8	19
10/24/2016 0:35	42667.02	17	7.21	0.56	0.05	0.06	0.055	9.81	1	18
10/24/2016 12:00	42667.50	17	6.17	0.8	0.33	0.2	0.265	9.33	1.1	19
10/24/2016 18:20	42667.76	17	4.35	0.25	0	0	0	10.38	1.05	19
10/25/2016 5:40	42668.24	17	4.76	0.5	0.01	0.03	0.02	9.1	1	18
10/25/2016 12:00	42668.50	16	5.37	0.4	0.04	0	0.02	8.97	1	19
10/25/2016 18:30	42668.77	17	5.16	0.58	0.12	0.19	0.155	9.81		19
10/26/2016 5:25	42669.23	16	4.5	0.5	0.15	0.21	0.18	8.09	0.91	18
10/26/2016 12:00	42669.50	10	4.16	0.56	0.1	1.16	0.63	7.01	0.86	18
10/26/2016 18:25	42669.77	17	4.29	0.59	0	0	0	7.21	0.86	18
10/27/2016 5:40	42670.24	17	4.36	0.28	0	0.07	0.035	7.96	0.71	18
10/27/2016 13:00	42670.54	17	4.09	0.9	0.21	0.04	0.125	8.9	1	18
10/27/2016 18:15	42670.76	16.5	5.03	0.39	0	0	0	9.01	0.21	18
10/28/2016 5:00	42671.21	16	3.89	0.71	0.2	0.19	0.195	10.24	1	18
10/28/2016 6:00	42671.25	16.5	4.08	0.61	0.12	0.18	0.15	9.83	1	18
10/28/2016 12:10	42671.51	16.5	4.25	0.97	0.36	0.41	0.385	9.82	1.1	19
10/29/2016 12:40	42672.53	16	3.48	0.28	0	0	0	9	1	19
10/29/2016 13:00	42672.54	16	3.82	0.64	0.1	0	0.05	8.32		19
10/29/2016 23:00	42672.96	16	3.57	0.7	0.17	0.24	0.205	9.54	1	19
10/30/2016 5:00	42673.21	17	3.94	0.9	0.3	0.2	0.25	9.71	1.05	18
10/30/2016 13:00	42673.54	16	3.86	0.58	0	0	0	8.7	1	19
10/30/2016 22:20	42673.93	17	3.52	0.8	0.11	0.04	0.075	9.36	1	19
10/31/2016 11:30	42674.48	16	3.66	0.63	0	0	0	9.01	1	18
10/31/2016 15:10	42674.63	16	3.96	0.68	0	0	0	9.21	0.9	18
10/31/2016 22:00	42674.92	17	3.71	0.7	0.09	0.04	0.065	10.24	1	18
11/1/2016 4:40	42675.19	17	3.81	0.87	0.1	0.09	0.095	10.27	1.03	18
11/1/2016 13:00	42675.54	18	3.83	0.69	0.18	0.21	0.195	9.1	1	19
11/1/2016 22:00	42675.92	15	3.94	0.84	0.17	0.22	0.195	11.84	1.09	18
11/2/2016 4:40	42676.19	14	4	0.77	0.15	0.09	0.12	12.77	1	18
11/2/2016 13:15	42676.55	15	3.93	0.42	0	0	0	11.35	1	19
11/2/2016 23:45	42676.99	14	3.72	0.6	0.09	0	0.045	8.98	1.03	19
11/3/2016 4:40	42677.19	13.5	3.69	0.81	0.1	0.22	0.16	8.98	1	18
11/3/2016 11:25	42677.48	14	4.02	0.46	0	0	0	9.81	1	18
11/3/2016 21:40	42677.90	13.3	3.44	0.77	0.11	0.17	0.14	10.24	1	18
11/4/2016 5:30	42678.23	10	3.72	0.71	0	0	0	11.24	1	
11/4/2016 18:35	42678.77	14	3.81	0.46	0	0	0	10.31	1	19
11/5/2016 4:00	42679.17	13	5.8	2.1	1.05	1.21	1.13	13.16		18
11/5/2016 12:49	42679.53	12	3.72	0.11	0.09		0.09	11.24	1.05	19
11/5/2016 23:35	42679.98	17	4.36	0.31	0	0	0	7.3	1.05	19
11/6/2016 4:00	42680.17	18	3.86	0.29	0	0.08	0.04	8.98	0.89	
11/6/2016 12:00	42680.50	19	3.99	0	0.17	0.1	0.135	8.89	0.99	19
11/6/2016 22:10	42680.92	17	4.29	0.59	0	0	0	10.21	1	18
11/7/2016 4:00	42681.17	18	4.18	0.36	0	0	0	9.86	1.05	18
11/7/2016 12:30	42681.52	17	3.83	0.81	0.1	0.11	0.105	8.78	1.05	18
11/7/2016 22:15	42681.93	18	3.91	0.61	0.1	0.08	0.09	9.01	1	18
11/8/2016 4:00	42682.17	18	3.01	0.36	0	0	0	10.36	1	18
11/8/2016 13:30	42682.56	16	3.17	0.6	0.1	0.04	0.07	8.07	1.03	18
11/8/2016 23:40	42682.99	16.5	3.33	0.41	0	0	0	8.36	1	18
11/9/2016 7:30	42683.31	16	3.09	0.52	0	0	0	9.17		18
11/9/2016 13:00	42683.54	16.5	3.19	0.59	0.09	0.11	0.1	8.32	1.1	18
11/9/2016 18:30	42683.77	16.5	3.18	0.86	0.05	0.09	0.07	8.01	1	18
11/10/2016 0:21	42684.01	16.5	3.96	0.89	0.21	0.36	0.285	10.3	1	18
11/10/2016 12:00	42684.50	16.5	3.12	0.53	0.09	0	0.045	8.38	1.09	18
11/10/2016 18:10	42684.76	16.5	3.26	0.43	0	0	0	8.96	1.1	19
11/11/2016 5:25	42685.23	16.5	3.5	0.51	0	0	0	8.91	1	18
11/11/2016 12:30	42685.52	16.5	3.21	0.7	0.1	0.09	0.095	8.21	1	19
11/11/2016 18:35	42685.77	16	3.77	1.15	0.32	0.2	0.26	8.12	0.81	19
11/12/2016 6:00	42686.25	16.5	3.97	0.6	0	0	0	9.37	1.03	18
11/12/2016 13:15	42686.55	14	3.21	0.38	0	0	0	8.36	1	19
11/12/2016 18:00	42686.75	16	3.22	0.98	0.8	0.19	0.495	9.12	1	19
11/13/2016 5:00	42687.21	16	3.57	0.5	0	0	0	9.72	1.03	18
11/13/2016 12:00	42687.50	16	3.26	0.43	0	0	0	8.01	1	19
11/13/2016 18:00	42687.75	16.5	3.09	0.6	0	0	0	7.84	1	19
11/14/2016 2:30	42688.10	16.5	3.1	0.52	0	0	0	6.89	1	19
11/14/2016 13:25	42688.56	16.5	3.1	0.43	0	0	0	8.01	1	19
11/14/2016 23:30	42688.98	16.5	3.13	0.57	0	0	0	9.37	1.1	19
11/15/2016 4:30	42689.19	16	3.09	0.5	0	0	0	9.78	1.1	19
11/15/2016 13:25	42689.56	16	3.21	0.42	0	0	0	1.08	1	20
11/15/2016 21:45	42689.91	14	3.03	0.77	0.11	0.09	0.1	10.27	1.03	20
11/16/2016 1:00	42690.04	14	3	0.61	0	0	0	9.87	1.07	19
11/16/2016 12:00	42690.50	13	3.91	0.28	0	0	0	9.3	0.9	19
11/16/2016 23:30	42690.98	13	4	1	0.33	0.29	0.31	10.24	1.09	19
11/17/2016 2:45	42691.11	13	3.73	0.9	0.29	0.33	0.31	10.29	1	19
11/17/2016 11:40	42691.49	12.5	3.16	0.41	0	0	0	7.21	1	19
11/17/2016 18:00	42691.75	11	2.9	0.42	0	0	0	9.55	0.9	18
11/18/2016 1:49	42692.08	11	3.1	0.77	0.22	0.1	0.16	11.24	0.98	18
11/18/2016 12:40	42692.53	10	3.13	0.6	0	0	0	10.24	1.1	18
11/19/2016 5:00	42693.21	14	3.21	0.47	0	0	0	9.76	1	18
11/19/2016 12:00	42693.50	13	4.12	0.6	0	0	0	9.37	0.99	18
11/19/2016 23:00	42693.96	13	5.16	0.49	0	0	0	10.05	1	17
11/20/2016 4:00	42694.17	15	6.42	0.51	0	0	0	12.36	1	17
11/20/2016 12:00	42694.50	13	10.84	0.9	0.33	0.2	0.265	13.83	1	17
11/20/2016 18:45	42694.78	14	10.86	1	0.19	0.25	0.22	13.05	1	17
11/21/2016 3:25	42695.14	14	11.3	0.41	0	0	0	11.95	1	16
11/21/2016 10:05	42695.42	13	9.36	0.4	0	0	0	12.01	1	17
11/21/2016 12:20	42695.51	14.2	7.87	1.1	0.33	0.52	0.425	12.08	1	17
11/22/2016 4:10	42696.17	14	8.01	0.53	0	0	0	12.01	1	16
11/22/2016 12:00	42696.50	13	6.01	0.46	0	0	0	12.16	1	16
11/22/2016 13:00	42696.54	13.5	7.57	0.69	0	0	0	12.87	1	17
11/23/2016 5:00	42697.21	14.5	6.26	0.68	0	0	0	13.01	1.1	16
11/23/2016 12:15	42697.51	17	4.89	0.5	0	0	0	11.24	1.05	16
11/23/2016 18:25	42697.77	15	4.1	0.81	0	0	0	12.01	1.05	17
11/24/2016 6:00	42698.25	17	4.9	0.36	0	0	0	8.9	1	17
11/24/2016 13:40	42698.57	16	4.09	0.71	0.11	0.09	0.1	9	1.1	17
11/24/2016 23:00	42698.96	16	4.86	0.76	0.1	0.21	0.155	10.8	1	17
11/25/2016 5:30	42699.23	12	4.91	0.81	0.36	0.38	0.37	10.93	1.05	17
11/25/2016 12:55	42699.54	15	8.59	0.4	0	0	0	13.93	1	17
11/25/2016 23:40	42699.99	14.5	7.8	0.9	0.2	0.19	0.195	13.12	1.03	17
11/26/2016 0:00	42700.00	14	7.81	0.9	0.71	0.3	0.505	10.96	1	17
11/26/2016 5:00	42700.21	14	7.2	0.99	0.33	0.2	0.265	13.71	1	17
11/26/2016 22:35	42700.94	14	11	0.9	0.17	0.37	0.27	13.22	1.05	17
11/27/2016 5:00	42701.21	13	13.38	1.1	0.33		0.33	12.89	1.05	17
11/27/2016 13:00	42701.54	15	11.56	0.5	0	0	0	8.1	1	17
11/27/2016 22:45	42701.95	14	11.77	1.54	0.57	0.71	0.64	13.17	1.1	17
11/28/2016 6:00	42702.25	14.5	9.17	0.89	0	0	0	12.89	1	17
11/28/2016 11:30	42702.48	15	8.33	1.72	0.42	0.47	0.445	12.36	1	0
11/29/2016 0:30	42703.02	15	8.12	1.4	0.57	0.66	0.615	14.71	1.1	17
11/29/2016 12:25	42703.52	14	7.16	0.69	0.1	0.16	0.13	12.36	1	18
11/29/2016 22:30	42703.94	14	7.2	1.1	0.33	0.22	0.275	11.74	1.1	18
11/30/2016 5:00	42704.21	14	7.17	1.09	0.75	0.32	0.535	11.84	1	
11/30/2016 13:10	42704.55	17	7.21	0.53	0.01	0.03	0.02	8.3	1	18
11/30/2016 22:00	42704.92	16.5	5.89	1	0.3	0.09	0.195	9	1	18
12/1/2016 5:00	42705.21	16	5.78	0.9	0.2	0.15	0.175	8.92	1.03	18
12/1/2016 13:18	42705.55	16	5.16	0.33	0	0	0	8.68	1	18
12/1/2016 23:00	42705.96	16	4.69	0.6	0	0	0	10.12	1.05	18
12/2/2016 5:00	42706.21	15	4.59	0.7	0.19	0.1	0.145	10.12	1.02	18
12/2/2016 6:35	42706.27	17	4.01	0.86	0.45	0.08	0.265	10.36	1	19
12/2/2016 12:39	42706.53	17	4.8	0.71	0.11	0.15	0.13	10.84	0.95	18
12/3/2016 6:00	42707.25	18	6.96	0.63	0	0	0	13.86	1	18
12/3/2016 12:40	42707.53	16	6.54	1	0.22	0.19	0.205	11.84	1.08	18
12/3/2016 23:25	42707.98	16	4.21	0.3	0	0	0	8.16	1	18
12/4/2016 5:20	42708.22	17.5	4.36	0.28	0	0	0	8.21	1	18
12/4/2016 19:30	42708.81	18	10.02	1.84	0.67	0.08	0.375	8.21	1	
12/4/2016 23:20	42708.97	17.5	5.05	0.28	0.4	0.33	0.365	8.21	1	18
12/5/2016 9:00	42709.38	15	27.72	3.94	1.17	0.99	1.08	13.24	1	19
12/5/2016 12:00	42709.50	16	15.1	0.42	0	0	0	13.16	1	18
12/5/2016 12:00	42709.50	15	24.27	1.1	0.33	0.3	0.315	13.24	1	19
12/6/2016 5:50	42710.24	17	12.16	0.51	0	0	0		1.1	18
12/6/2016 12:00	42710.50	17	10.09	0.82	0.1	0.15	0.125	13.21	1.07	19
12/7/2016 5:50	42711.24	15	7.01	0.41	0	0	0	8.26	1	18
12/7/2016 12:00	42711.50	15	7.2	0.67	0	0	0	9	1.05	18
12/7/2016 18:55	42711.79	15	6.03	0.7	0	0.08	0.04	9.96	0.86	18
12/8/2016 5:50	42712.24	16	5.28	0.66	0	0	0	9.66	1	18
12/8/2016 13:00	42712.54	16	6.43	0.99	0.33	0.21	0.27	9.3	1	18
12/8/2016 18:25	42712.77	15.5	5.36	0.91	0.36	0.28	0.32	9.36	1	18
12/9/2016 5:40	42713.24		4.86	0.36	0	0	0	9.81	1	18
12/9/2016 13:30	42713.56	19	4.86	0.63	0.2	0.16	0.18	9.01	1	19
12/9/2016 22:00	42713.92	15	5	0.6	0	0	0	9.22	1	18
12/10/2016 5:00	42714.21	15	4.2	0.71	0.13	0.1	0.115	9.71	1.03	18
12/10/2016 13:00	42714.54	16	4.05	0.46	0	0	0	9.36	1	18
12/10/2016 22:20	42714.93	15	4.09	0.71	0.1	0.04	0.07	8.29	0.9	18
12/11/2016 4:40	42715.19	14	36.6	0.53	0	0	0	9	1	17
12/11/2016 13:20	42715.56	14	4.01	0.36	0	0	0	9.28	1	17
12/11/2016 22:40	42715.94	15	5.29	0.77	0	0.17	0.085	10.53	0.92	17
12/12/2016 5:00	42716.21	15.5	5.12	0.81	0.11	0.09	0.1	10.94	1.05	17
12/12/2016 22:30	42716.94	14	4	0.4	0	0	0	9.79	1.08	17
12/13/2016 4:40	42717.19	13	3.99	0.57	0	0	0	9.79	1	17
12/13/2016 13:10	42717.55	16.5	3.8	0.78	0.16	0.21	0.185	10.01	1	17
12/13/2016 15:30	42717.65	16.5	3.91	0.56	0	0	0	10.3	1	
